numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TFM/014/2020/SMDHC/CPCA,AMHD: Associação Maria Helen Drexel,INOVARE,Fomento,,44006200000000,2020-07-27,2021-07-26,13,101329.2,101329.2,,,6074200000000000,6074200000000000,,,,
TFM/030/2020/SMDHC/CPLGBTI,Casarão Brasil - Associação LGBTI,Cozinhando pela Vida,Fomento,,10013500000000,2020-09-29,2020-12-20,4,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/036/2020/SMDHC/CPJ,"Instituto Abammy - Associação Beneficente de Atendimento ao Menor, às Mulheres e Idosos em Situação de Vulnerabilidade",Fórum Internacional de Cidadania na Dança,Fomento,,2097760000000,2020-10-09,2020-11-08,2,240000.0,240000.0,,,6074200000000000,6074200000000000,,,,
TFM/035/2020/SMDHC/CPJ,Associação Beneficente Toque de Esperança,All Favela - Arte e Cidadania,Fomento,,13370800000000,2020-10-12,2020-11-15,2,120000.0,120000.0,,,6074200000000000,6074200000000000,,,,
TFM/039/2020/SMDHC/DEDH,Instituto de Educação e Direitos Humanos Paulo Freire,"Curso de formação para Conselhos de Escola, CRECEs e Grêmios Estudantis como espaços de promoção da Democracia e dos Direitos Humanos",Fomento,,4950600000000,2020-10-16,2021-03-17,6,78278.4,78278.4,,,6074200000000000,6074200000000000,,,,
TFM/038/2020/SMDHC/CPPSR,Associação Rede Rua,Apoio Emergencial para a População em Situação de Rua,Fomento,,3221540000000,2020-10-20,2020-11-19,2,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/041/2020/SMDHC/CPIR,Associação Cultural Brasileira Kehilat Israel,Holocausto: Memória e Transmissão,Fomento,,63019000000000,2020-10-20,2021-05-10,8,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/034/2020/SMDHC/CPPSR,Centro de Convivência É de Lei,Ações Sociais no Teatro de Contêiner Mungunzá,Fomento,,4893580000000,2020-10-29,2021-01-28,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/048/2020/SMDHC/CPM,"IBRASCE: Instituto Brasileiro Social, Cultura e Esportivo",Casa Anastácia´s,Fomento,,26382700000000,2020-11-03,2021-05-04,7,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/049/2020/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Fios de Berenice,Fomento,,33945200000000,2020-11-06,2021-05-07,7,193243.0,193243.0,,,6074200000000000,6074200000000000,,,,
TFM/050/2020/SMDHC/CPPSR,Iniciativa Negra por uma Nova Política de Drogas,"Egressos, Situação Prisional e COVID 19",Fomento,,32164900000000,2020-11-09,2021-05-10,7,130000.0,130000.0,,,6074200000000000,6074200000000000,,,,
TFM/054/2020/SMDHC/CPLGBTI,CEDEC: Centro de Estudos de Cultura Contemporânea,Mapeamento das Pessoas Trans no Município de São Paulo Fase 2,Fomento,,48608300000000,2020-11-17,2021-05-23,7,159580.0,159580.0,,,6074200000000000,6074200000000000,,,,
TFM/055/2020/SMDHC/DEDH,Intermuseus,Caminhando em seus sapatos,Fomento,,13383100000000,2020-11-18,2021-02-17,4,124189.0,124189.0,,,6074200000000000,6074200000000000,,,,
TFM/021/2020/SMDHC/CPM,Organização Social Educar-te,Brinquedo de Pano,Fomento,,4072750000000,2020-11-24,2021-05-25,7,29160.0,29160.0,,,6074200000000000,6074200000000000,,,,
TFM/059/2020/SMDHC/CPLGBTI,ISPIS: Instituto Sincronicidade para a Interação Social,Projeto Simplifica Trans,Fomento,,4845370000000,2020-11-24,2021-05-25,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/065/2020/SMDHC/CPLGBTI,Casarão Brasil - Associação LGBTI,Curso Básico de Panificação,Fomento,,10013500000000,2020-11-30,2020-12-30,2,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/062/2020/SMDHC/CPLGBTI,Casarão Brasil - Associação LGBTI,Aquisição de bens móveis e equipamentos de EPI´s para o Centro de Cidadania LGBTI Cláudia Wonder ,Fomento,,10013500000000,2020-11-30,2021-01-29,3,40000.0,40000.0,,,6074200000000000,6074200000000000,,,,
TFM/042/2020/SMDHC/CPCA,IOK: Instituto Olga Kos de Inclusão Social,III Jornada Olga Kos - Inclusão da Pessoa com Deficiência Intelectual - ON LINE,Fomento,,8745680000000,2020-12-01,2021-04-15,5,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/057/2020/SMDHC/DEDH,Instituto Vladimir Herzog,Territórios da Memória - Pirituba,Fomento,,11150900000000,2020-12-03,2021-12-02,13,210000.0,210000.0,,,6074200000000000,6074200000000000,,,,
TFM/058/2020/SMDHC/DEDH,Instituto Vladimir Herzog,Publicação do livro Vala de Perus: uma biografia,Fomento,,11150900000000,2020-12-03,2021-05-04,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/053/2020/SMDHC/CPJ,IOK: Instituto Olga Kos de Inclusão Social,Entre Cores,Fomento,,8745680000000,2020-12-07,2021-06-07,7,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/052/2020/SMDHC/CPPSR,OAF: Organização Auxílio Fraterno,Perguntar é Preciso - Desafios e Alternativas de Acolhimento em Tempos de Pandemia,Fomento,,60907800000000,2020-12-10,2021-10-10,11,120000.0,120000.0,,,6074200000000000,6074200000000000,,,,
TFM/069/2020/SMDHC/CPPI,Centro de Promoção Humana Lar Vincentino,Suplantando a Crise,Fomento,,48956700000000,2020-12-15,2021-04-15,5,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/068/2020/SMDHC/CPPSR,Instituto BECEI,POT PopRua,Fomento,,19631300000000,2020-12-16,2021-06-16,7,235000.0,235000.0,,,6074200000000000,6074200000000000,,,,
TFM/074/2020/SMDHC/CPIR,"Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano",Construindo Pontes,Fomento,,13986000000000,2020-12-16,2021-12-15,13,90000.0,90000.0,,,6074200000000000,6074200000000000,,,,
TFM/071/2020/SMDHC/CPJ,Instituto Ser Mais,Ser mais Digital,Fomento,,8698870000000,2020-12-16,2021-04-16,5,500000.0,500000.0,,,6074200000000000,6074200000000000,,,,
TFM/067/2020/SMDHC/CPCA,Associação Fazendo História,Suporte Técnico Conselho Tutelar,Fomento,,7325040000000,2020-12-17,2021-06-17,7,65000.0,65000.0,,,6074200000000000,6074200000000000,,,,
TFM/064/2020/SMDHC/CPM,Associação São Pio de Pietrelcina e João Paulo II,O Despertar Da Consciência - Projeto Teatral em Prol a Orientação e Prevenção a Alienação Parental,Fomento,,11761900000000,2020-12-18,2021-01-17,2,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/076/2020/SMDHC/CPPI,NUA: Instituto Nova União da Arte,Arte e Convivência para Idosos,Fomento,,7676920000000,2020-12-21,2021-03-22,4,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/079/2020/SMDHC/CPM,INPES: Instituto de Pesquisa ao Ensino Superior do Estado de São Paulo,Movimento Contra Violência Doméstica,Fomento,,15400700000000,2020-12-21,2021-02-19,3,70000.0,70000.0,,,6074200000000000,6074200000000000,,,,
TFM/075/2020/SMDHC/CPCA,CCLP: Centro para Crianças e Adolescentes Ludovico Pavoni,Oficina VVP,Fomento,,3600850000000,2020-12-21,2021-04-21,5,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/070/2020/SMDHC/CPIPTD,Instituto BECEI,Confecção e Distribuição de Máscara de Proteção Individual,Fomento,,19631300000000,2020-12-21,2021-07-21,8,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/081/2020/SMDHC/CPIPTD,Instituto BECEI,Formação de equipe de refugiados e imigrantes com qualificação em serigrafia e customização visando inclusão produtiva diante da pandemia do covid - 19,Fomento,,19631300000000,2020-12-21,2021-06-21,7,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/073/2020/SMDHC/CPD,Entidade de Promoção e Assistência Social Espaço Aberto,Entidade de Promoção e Assistência Social Espaço Aberto,Fomento,,1525750000000,2020-12-21,2021-05-22,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/077/2020/SMDHC/CPM,Associação Mulheres pela Paz,Implantação de Plataforma E-Learning na Luta Contra a Violência de Gênero e pela Paz,Fomento,,9548040000000,2020-12-21,2021-12-20,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/078/2020/SMDHC/CPPSR,Instituto BECEI,Projeto Estampando,Fomento,,19631300000000,2020-12-21,2022-02-10,15,130000.0,130000.0,,,6074200000000000,6074200000000000,,,,
TFM/080/2020/SMDHC/CPCA,Instituto Projeto Sonhar,Projeto Sonhar Família - Proteção Social no Domicílio,Fomento,,19616300000000,2020-12-22,2021-12-21,13,273000.0,273000.0,,,6074200000000000,6074200000000000,,,,
TFM/083/2020/SMDHC/DEDH,Cáritas Brasileira - Regional São Paulo,Remontagem da Exposição Biográfica Dom Paulo Evaristo Arns,Fomento,,33654400000000,2020-12-22,2021-06-22,7,190000.0,190000.0,,,6074200000000000,6074200000000000,,,,
TFM/084/2020/SMDHC/CPM,Iniciativa Negra por uma Nova Política de Drogas,Curso Cidade das Mulheres,Fomento,,32164900000000,2020-12-22,2021-05-23,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/082/2020/SMDHC/CPJ,Instituto Global Attitude,MONUEM-ERESP,Fomento,,15083000000000,2020-12-23,2021-06-23,7,100162.6,100162.6,,,6074200000000000,6074200000000000,,,,
TFM/072/2020/SMDHC/CPPSR,Clube de Mães do Brasil,Ações para o projeto PROBANHO,Fomento,,73490900000000,2020-12-30,2021-04-30,5,66158.88,66158.88,,,6074200000000000,6074200000000000,,,,
TFM/032/2020/SMDHC/CPM,Organização Social Educar-te,Trançadeiras Empreendedoras,Fomento,,4072750000000,2021-01-05,2021-07-04,7,37670.0,37670.0,,,6074200000000000,6074200000000000,,,,
TFM/026/2021/SMDHC/CPCA,IOK: Instituto Olga Kos de Inclusão Social,Tatame - Artes Marciais para Todos,Fomento,,8745680000000,2021-09-01,2022-05-02,9,250000.0,250000.0,,,6074200000000000,6074200000000000,,,,
TFM/032/2021/SMDHC/DEDH,Instituto de Educação e Direitos Humanos Paulo Freire,"Curso de Educação a Distância - Participar para Transformar: Conselhos de Escola, Crece e Grêmios Estudantis como Espaços de Promoção da Democracia e dos Direitos Humanos",Fomento,,4950600000000,2021-09-08,2022-03-09,7,90000.0,90000.0,,,6074200000000000,6074200000000000,,,,
TFM/033/2021/SMDHC/CPJ,"Instituto Movimento ao Esporte, Lazer e Cultura",Prêmio Jovem Brasileiro 20ª Edição,Fomento,,10711700000000,2021-09-09,2022-01-08,5,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/061/2021/SMDHC/DEDH,Instituto Casa da Cidade,Jornadas do Direito à Cidade,Fomento,,22027900000000,2021-09-26,2022-01-25,5,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/049/2021/SMDHC/CPPSR,Associação Cidade Escola Aprendiz,Quando Estamos em Casa,Fomento,,3074380000000,2021-10-20,2022-07-20,10,105000.0,105000.0,,,6074200000000000,6074200000000000,,,,
TFM/051/2021/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Projeto Fios de Berenice,Fomento,,33945200000000,2021-11-12,2022-05-13,7,193243.0,193243.0,,,6074200000000000,6074200000000000,,,,
TFM/052/2021/SMDHC/DEDH,Instituto Vladimir Herzog,"Mulheres que Lutam por Memória, Verdade e Justiça Ontem e Hoje",Fomento,,11150900000000,2021-11-17,2022-06-17,8,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/058/2021/SMDHC/CPCA,IOK: Instituto Olga Kos de Inclusão Social,Biografias em Cena,Fomento,,8745680000000,2021-11-24,2022-09-24,11,250000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/059/2021/SMDHC/DEDH,Instituto de Educação e Direitos Humanos Paulo Freire,Curso de Educação a Distância - Centenário de Paulo Freire,Fomento,,4950600000000,2021-11-26,2022-05-27,7,75000.0,75000.0,,,6074200000000000,6074200000000000,,,,
TFM/060/2021/SMDHC/CPJ,Instituto Global Attitude,MONUEM-ERESP,Fomento,,15083000000000,2021-11-29,2022-07-26,9,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/062/2021/SMDHC/CPPSR,Centro de Convivência É de Lei,Ações Sociais no Teatro de Contêiner Mungunzá,Fomento,,4893580000000,2021-12-02,2022-03-03,4,160000.0,160000.0,,,6074200000000000,6074200000000000,,,,
TFM/069/2021/SMDHC/CPJ,SOMAR - Associação Solidariedade em Marcha,SouMais,Fomento,,8008710000000,2021-12-28,2022-12-27,13,52920.0,52920.0,,,6074200000000000,6074200000000000,,,,
TFM/071/2021/SMDHC/CPJ,Instituto Besouro de Fomento Social e Pesquisa,Dona do Meu Trampo,Fomento,,7105440000000,2021-12-28,2022-08-28,9,99999.4,99999.4,,,6074200000000000,6074200000000000,,,,
TFM/072/2021/SMDHC/CPIR,Associação Cultural Recreativa Esportiva Bloco do Beco,Escute as Mães de Maio,Fomento,,6042420000000,2021-12-28,2022-08-28,9,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/073/2021/SMDHC/CPPSR,Clube de Mães do Brasil,Ações para o PRObanho,Fomento,,73490900000000,2021-12-28,2022-06-28,7,106020.0,106020.0,,,6074200000000000,6074200000000000,,,,
TFM/074/2021/SMDHC/CPIPTD,Associação Refúgio 343,Escola Refúgio - Oferta de Cursos de Capacitação Técnica e Educacional para Refugiados,Fomento,,35635500000000,2021-12-29,2022-07-29,8,77132.0,77132.0,,,6074200000000000,6074200000000000,,,,
TFM/075/2021/SMDHC/CPM,Aldeia do Futuro,Campanha de Prevenção e Enfrentamento a Violência contra a Mulher na Mídia Imprensa,Fomento,,74137100000000,2021-12-30,2022-04-30,5,500000.0,500000.0,,,6074200000000000,6074200000000000,,,,
TFM/076/2021/SMDHC/CPPSR,Centro de Convivência É de Lei,Ações de Cuidado e Educação em Direitos Humanos,Fomento,,4893580000000,2021-12-29,2022-10-29,11,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/077/2021/SMDHC/CPPSR,MEPSRSP: Movimento Estadual da População em Situação de Rua de São Paulo,Cozinha Escola Solidária,Fomento,,12644000000000,2021-12-28,2022-07-28,8,1000000.0,1000000.0,,,6074200000000000,6074200000000000,,,,
TFM/078/2021/SMDHC/CPCA,AEB: Associação Evangélica Beneficente,AEB Criar e Tocar,Fomento,,61705900000000,2021-12-28,2022-12-27,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/079/2021/SMDHC/DEDH,Peabiru Trabalhos Comunitários e Ambientais,Assessoria Técnica para Regularização dos Serviços Essenciais e Melhorias Habitacionais em Ocupações Verticais no Centro de São Paulo,Fomento,,71928900000000,2021-12-29,2022-06-29,7,168320.0,168320.0,,,6074200000000000,6074200000000000,,,,
TFM/080/2021/SMDHC/CPPSR,Associação Rede Rua,"Natal Solidário de Luz - VACINAR, COMER e LUTAR POR DIGNIDADE",Fomento,,3221540000000,2021-12-29,2022-04-19,5,170000.0,170000.0,,,6074200000000000,6074200000000000,,,,
TFM/082/2021/SMDHC/DEDH,Associação A Cidade Precisa de Você,Intervenção Praça Marielle,Fomento,,22636000000000,2021-12-30,2022-06-30,7,90000.0,90000.0,,,6074200000000000,6074200000000000,,,,
TFM/083/2021/SMDHC/DEDH,Instituto Museu da Pessoa,Cotidianos Invisíveis da Ditadura,Fomento,,5210190000000,2021-12-30,2022-05-31,6,130000.0,130000.0,,,6074200000000000,6074200000000000,,,,
TFM/051/2022/SMDHC/CPCA,IOK: Instituto Olga Kos de Inclusão Social,Projeto KARATE - CIDADANIA EM MOVIMENTO,Fomento,,8745680000000,2022-08-29,2023-06-25,11,250000.0,250000.0,,,6074200000000000,6074200000000000,,,,
TFM/050/2022/SMDHC/CPCA,IOK: Instituto Olga Kos de Inclusão Social,Na Ponta do Lápis,Fomento,,8745680000000,2022-09-01,2023-06-30,10,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/059/2022/SMDHC/CPLGBTI,OSIP: Organização Social Identidade Periférica,Apoio ás Paradas LGBTQIA+ Periféricas,Fomento,,28735800000000,2022-09-08,2022-11-07,3,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/060/2022/SMDHC/CPCA,Aldeia do Futuro,Campanha de Combate a Erradicação ao Trabalho Infantil,Fomento,,74137100000000,2022-09-15,2023-03-14,7,600000.0,600000.0,,,6074200000000000,6074200000000000,,,,
TFM/064/2022/SMDHC/CPJ,"Instituto Movimento ao Esporte, Lazer e Cultura",Prêmio Jovem Brasileiro - 21º Edição,Fomento,,10711700000000,2022-09-22,2022-11-21,3,387863.3,387863.3,,,6074200000000000,6074200000000000,,,,
TFM/061/2021/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Liberta - Me - Beleza que Empodera,Fomento,,33945200000000,2022-10-01,2023-03-30,6,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/062/2021/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Entre Panos e Sonhos,Fomento,,33945200000000,2022-10-01,2023-03-30,6,250000.0,250000.0,,,6074200000000000,6074200000000000,,,,
TFM/063/2022/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Fios de Berenice,Fomento,,33945200000000,2022-10-19,2023-10-18,13,485000.0,485000.0,,,6074200000000000,6074200000000000,,,,
TFM/068/2022/SMDHC/CIDADESOLIDÁRIA,MEPSRSP: Movimento Estadual da População em Situação de Rua de São Paulo,Cozinha Escola Pop Rua,Fomento,,12644000000000,2022-10-25,2023-05-24,8,1000000.0,1000000.0,,,6074200000000000,6074200000000000,,,,
TFM/066/2022/SMDHC/CPM,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Empoderamento e Empreendedorismo para Mulheres,Fomento,,60597000000000,2022-11-01,2023-10-30,12,250833.73,250833.72,,,6074200000000000,6074200000000000,,,,
TFM/067/2022/SMDHC/CPPSR,OAF: Organização Auxílio Fraterno,A Moradia para Homens em Situação de Rua: Processo de Perda e Novas Possibilidades de Acesso,Fomento,,60907800000000,2022-11-01,2023-08-30,10,115000.0,115000.0,,,6074200000000000,6074200000000000,,,,
TFM/069/2022/SMDHC/DEDH,Instituto de Educação e Direitos Humanos Paulo Freire,Participar para Transformar ,Fomento,,4950600000000,2022-11-01,2023-04-30,6,78600.0,78600.0,,,6074200000000000,6074200000000000,,,,
TFM/070/2022/SMDHC/CPJ,Associação Escola Comum - MF,Curso de Formação Cidadã e Política para Jovens Periféricos do Munícipio de São Paulo,Fomento,,33150100000000,2022-11-01,2023-10-30,12,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/071/2022/SMDHC/CPPSR,Clube de Mães do Brasil,Ação Para ProBanho,Fomento,,73490900000000,2022-11-01,2023-04-30,6,106020.0,106020.0,,,6074200000000000,6074200000000000,,,,
TFM/072/2022/SMDHC/CPM,Instituto Novo Tempo Mundial,Dignidade Menstrual é um Direito de Todas as Mulheres,Fomento,,11757600000000,2022-11-01,2023-02-28,4,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/073/2022/SMDHC/CPJ,Instituto Global Attitude,Manual de Modelo de Simulação das Nações Unidas (ONU) para Educadores e Jovens,Fomento,,15083000000000,2022-11-01,2023-04-30,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/077/2022/SMDHC/CPCA,AEB: Associação Evangélica Beneficente,AEB Criar e Tocar - 2ª Turma,Fomento,,61705900000000,2022-11-10,2023-11-09,13,235000.0,235000.0,,,6074200000000000,6074200000000000,,,,
TFM/074/2022/SMDHC/CPPI,AEB: Associação Evangélica Beneficente,Instituição de Longa Permanência para Pessoa Idosos - CECOM,Fomento,,61705900000000,2022-11-10,2023-11-09,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/075/2022/SMDHC/DEDH,Instituto Vladimir Herzog,Portal Memórias da Ditadura - Educação em Direitos Humanos ,Fomento,,11150900000000,2022-12-01,2023-12-31,13,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/076/2022/SMDHC/CPIPTD,CGGDH: Centro Gaspar Garcia de Direitos Humanos,Atuação Junto às Ocupações na Cidade de São Paulo com Presença de Imigrantes,Fomento,,59940100000000,2022-12-01,2023-11-30,12,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/084/2022/SMDHC/CPIPTD,DIEESE: Departamento Intersindical de Estatística e Estudos Socioeconômicos,Desenvolvimento de Estudos de Planejamento para Realização de Mapeamento de Trabalhadores Ambulantes no Munícipio de São Paulo,Fomento,,60965000000000,2022-12-01,2023-07-30,8,330000.0,330000.0,,,6074200000000000,6074200000000000,,,,
TFM/085/2022/SMDHC/CPPSR,Instituto Cultura e Artístico Luz do Faroeste,Você tem Fome de quê?,Fomento,,42565900000000,2022-12-01,2023-05-31,6,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/087/2022/SMDHC/CPM,CDHEP: Centro de Direitos Humanos e Educação Popular de Campo Limpo,Mulheres que Acessam a Justiça,Fomento,,61580100000000,2022-12-01,2023-11-30,12,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/090/2022/SMDHC/DEDH,Peabiru Trabalhos Comunitários e Ambientais,"Assessoramento Técnico para Ocupações de Edifícios para Moradia no Centro de São Paulo, Visando a Implantação de Melhorias Habitacionais e Regularização de Serviços Essenciais de Fornecimento de Água e Energia",Fomento,,71928900000000,2022-12-02,2023-06-01,7,440000.0,440000.0,,,6074200000000000,6074200000000000,,,,
